Latency,Perplexity
6.948877597892099,36.05168533325195
10.631935771519654,26.827421188354492
17.602762204999834,20.692230224609375
9.028706359816567,28.145845413208008
8.77466004322984,35.228519439697266
10.58562331200007,26.806978225708008
16.600587498146698,21.006528854370117
7.198081906237115,36.15555953979492
8.59332397864349,29.208486557006836
16.23741331738911,21.090797424316406
10.542363885410186,26.44355583190918
7.846593837908844,35.11110305786133
11.677343123269065,26.392730712890625
12.939575321856884,23.583545684814453
7.244426129803549,35.2823600769043
15.666441300303736,21.373018264770508
8.480177483467168,34.746524810791016
15.49417754846238,21.933944702148438
10.625067488227403,26.52090072631836
15.003779134762361,22.186922073364258
7.629932465353349,35.32380676269531
7.547415679012344,35.597328186035156
16.294498297250765,21.39499855041504
10.377982867636096,28.301725387573242
8.005950914847638,35.312652587890625
15.761698507632298,21.928735733032227
9.269450484983604,34.61069869995117
9.427840524818153,27.983701705932617
13.300228995473113,23.526899337768555
9.037280131952032,34.86747741699219
10.187535625096595,26.929651260375977
14.144054096381414,22.813135147094727
15.798272766054048,21.532073974609375
9.66147310779012,27.924177169799805
11.331349167231501,26.52617835998535
13.708778362719846,22.47488784790039
9.174176865953141,34.674983978271484
15.78496112598845,22.497568130493164
10.839008073516249,26.579675674438477
9.32464461442723,27.985191345214844
11.18162830990013,26.462804794311523
15.668533084662847,21.948707580566406
9.834999521142635,26.988439559936523
10.250261271325913,27.549362182617188
9.966577161937172,26.825807571411133
14.58436426250619,21.796764373779297
9.298321048695263,34.61069869995117
11.340417734469838,26.385183334350586
9.893509725231782,27.53711700439453
16.678132040854038,21.184289932250977
9.822050748536494,27.468950271606445
14.5150786685178,22.319719314575195
11.753141874208977,27.245450973510742
13.781593016721573,22.258546829223633
15.277401791867316,21.591279983520508
9.337158590699186,35.35655975341797
16.67195745789776,21.009531021118164
10.077761491442311,27.897729873657227
9.359944565689947,34.6908073425293
15.37578475223891,21.66954231262207
14.874650835513341,21.85015296936035
9.023001600185575,35.001060485839844
10.520731647846217,26.618213653564453
14.16118739466222,22.20450782775879
10.108383407218193,27.66893196105957
10.610692829581605,27.521249771118164
16.239442532849864,21.146081924438477
15.721094990644199,21.2936954498291
8.173598302121334,34.91612243652344
8.906821690862076,29.040376663208008
16.331991578561293,21.060346603393555
11.188335371737411,28.041471481323242
16.903441982925717,21.050233840942383
8.812380453948366,35.18803024291992
8.591308083937195,29.06556510925293
10.524617417616966,27.194684982299805
8.183013000539747,35.029502868652344
8.615037158529837,27.792736053466797
13.947416014265594,22.66929054260254
8.63664487165501,27.792736053466797
9.811792489586882,28.322376251220703
15.077111934589606,21.996904373168945
14.17220634382748,22.204893112182617
9.291488118365182,26.98911476135254
15.164532378885525,21.949066162109375
10.182617054298746,28.299715042114258
9.166773616916778,34.78643035888672
10.65619288146017,27.130964279174805
15.233605882941411,22.549652099609375
7.8907998893187346,35.17235565185547
11.158480300737455,26.766759872436523
15.259163148621745,22.070951461791992
9.909946939179418,27.66492462158203
15.277642571086849,21.591279983520508
16.033867214768804,21.470380783081055
10.079125573456416,34.532230377197266
9.367529423293009,35.51165008544922
14.56984279125533,22.309185028076172
15.192346329212048,21.50094985961914
11.079262700612603,28.046262741088867
16.430988818773052,21.1827449798584
