F1
-176.9365879491358
-194.00203493326882
-163.80820667041894
-211.7702599269379
-149.56615381353618
-190.71750906203366
-173.90049085910712
-210.84825738268577
-179.02719540689895
-184.72695430443386
-234.63248693654134
-145.33553934411904
-220.9967139471695
-149.425782192761
-144.02055012563116
-241.99815455694744
-157.49316866329593
-217.06471467877722
-227.14605090556654
-240.90959931805367
-207.9976576099679
-201.43897831567682
-254.38447408536348
-168.35717069552135
-229.4087658366659
-165.11324918612007
-162.7973007947113
-167.29464679570128
-185.71083816410044
-116.4463136740199
-131.30623167199977
-195.1263474991424
-187.4635642076657
-144.08008204259602
-181.86075808788166
-108.33927185253603
-156.050135111835
-165.16212807411694
-177.97255919462214
-184.18816632352542
-193.08951373131933
-209.47352259623761
-160.14410141105375
-169.43031592586456
-205.48727624973037
-151.24787174401865
-194.76721488243246
-147.51923167341658
-162.16639975173416
-170.03761703119181
-136.1495768136373
-165.12651948732412
-182.8627222808368
-139.3410306273547
-159.69063459215235
-115.51776102473647
-162.6220188212684
-144.7377163286458
-129.92395734836262
-130.40718705617232
-145.86447098722536
-151.35863187810867
-144.18560468474715
-115.59092016210167
-112.50069236646416
-112.60585125213832
-115.17975483873934
-150.0044991615055
-123.61077576971716
-131.70246503159652
-136.26728000414607
-121.74758883669541
-139.9877946728622
-101.14197927254294
-107.0716574167972
-138.35134755661298
-126.7510371304283
-126.43905348923064
-116.2985618361616
-117.67026815359918
-130.57164223158847
-92.09926243520029
-110.48448338685154
-122.22482899668333
-125.75170947646994
-109.64865731882755
-121.8480299386021
-117.02552022350127
-123.2301873957384
-127.052209798036
-115.20046987593649
-126.1924726438957
-120.93292455972357
-125.41103234059186
-86.68689398392566
-118.54884746555216
-111.98074499892817
-141.44899130601888
-108.94181755987655
-112.75959376073266
