trial_total_time
210.43858361244202
203.29688954353333
207.16336512565613
210.06236100196838
212.0819070339203
407.5197117328644
437.67576456069946
431.07469868659973
428.25400853157043
486.8933939933777
494.3522078990936
471.6941428184509
481.13956594467163
488.22101378440857
546.9605174064636
513.2023417949677
520.8449304103851
554.2262902259827
588.386482000351
640.421305179596
