error,latency
10.326666666666668,15.580477714538574
10.663333333333341,22.217717170715332
7.176666666666662,26.904921531677246
8.099999999999994,30.958590507507324
19.629999999999995,20.642309188842773
6.640000000000001,27.413315773010254
23.89999999999999,24.242548942565918
8.14,25.9859037399292
8.14,19.75846767425537
13.590000000000003,20.137453079223633
16.49666666666667,20.50787925720215
13.655000000000001,14.864559173583984
9.360000000000014,22.1127986907959
8.483333333333334,24.32487964630127
7.863333333333344,18.368687629699707
10.273333333333326,21.013107299804688
8.666666666666671,19.394960403442383
7.840000000000003,26.31870746612549
24.47,16.954216957092285
13.480000000000004,18.08143138885498
24.459999999999994,18.887481689453125
8.079999999999998,19.322471618652344
90.0,13.159713745117188
90.0,11.465206146240234
12.16000000000001,22.946910858154297
10.50333333333333,15.288057327270508
8.510000000000005,26.96500301361084
43.98333333333333,21.110353469848633
24.180000000000007,13.874731063842773
13.570000000000007,10.720548629760742
12.333333333333329,19.618678092956543
11.159999999999997,17.217602729797363
45.70333333333334,8.148136138916016
15.769999999999996,9.819540977478027
19.873333333333335,17.21024990081787
90.0,16.25850200653076
31.63666666666667,13.215675354003906
12.840000000000003,25.28409481048584
8.446666666666658,18.5797119140625
13.649999999999991,17.156572341918945
11.766666666666666,21.264214515686035
10.950000000000003,17.980470657348633
90.0,17.0078706741333
31.723333333333343,13.266730308532715
20.473333333333343,19.256019592285156
90.0,15.6007719039917
13.280000000000001,13.82321834564209
12.793333333333337,22.794594764709473
19.806666666666672,14.101457595825195
13.386666666666656,13.160238265991211
29.659999999999997,22.138214111328125
24.35000000000001,18.14971923828125
11.61,17.367687225341797
90.0,19.21804428100586
24.370000000000005,14.09304141998291
26.61500000000001,19.98490810394287
7.540000000000006,22.76515483856201
13.323333333333338,16.455636024475098
13.779999999999987,14.113149642944336
24.265,22.016048431396484
13.366666666666674,12.976531982421875
12.679999999999993,17.32954502105713
11.085000000000008,22.68838405609131
26.290000000000006,18.87166976928711
13.759999999999991,17.251415252685547
10.36,21.3382625579834
90.0,16.45662784576416
7.865000000000009,22.916078567504883
10.219999999999999,18.35866928100586
11.076666666666668,17.20376968383789
19.723333333333343,17.28611946105957
13.34333333333332,10.633678436279297
31.570000000000007,21.044440269470215
12.885000000000005,21.3185977935791
23.810000000000002,17.84174919128418
47.46,20.66321849822998
90.0,14.879074096679688
90.0,14.627118110656738
90.0,10.595459938049316
15.836666666666659,9.798097610473633
13.490000000000009,11.472864151000977
24.24666666666667,15.578474998474121
13.456666666666663,18.500266075134277
15.123333333333335,21.019396781921387
11.409999999999997,21.526083946228027
24.0,17.929363250732422
24.5,18.047614097595215
10.980000000000004,16.38084888458252
14.036666666666676,16.39275074005127
11.576666666666668,17.211737632751465
90.0,12.289891242980957
13.513333333333321,14.741401672363281
19.900000000000006,17.63803482055664
15.569999999999993,13.052783012390137
90.0,14.820308685302734
11.150000000000006,22.479467391967773
23.739999999999995,22.059054374694824
22.91000000000001,11.446738243103027
20.023333333333326,17.351961135864258
24.193333333333328,21.91777229309082
90.0,13.795161247253418
15.086666666666659,20.528554916381836
17.546666666666667,20.540366172790527
90.0,18.118786811828613
13.61,9.81755256652832
