candidate_sampler,surrogate_model,placebo_time_taken,trial_total_time
8.936398029327393,2.747487783432007,0,11.6838858127594
7.655822992324829,1.7830183506011963,0,9.438841342926025
7.516476392745972,1.4881644248962402,0,9.004640817642212
5.978637933731079,1.790186882019043,0,7.768824815750122
7.033029794692993,2.71769642829895,0,9.750726222991943
11.39541745185852,2.588789463043213,0,13.984206914901733
6.645563840866089,2.500032663345337,0,9.145596504211426
6.200085639953613,2.4025940895080566,0,8.60267972946167
7.464638710021973,1.7729370594024658,0,9.237575769424438
10.843140602111816,2.3812992572784424,0,13.224439859390259
10.981034517288208,1.714561939239502,0,12.69559645652771
8.981203079223633,1.949998140335083,0,10.931201219558716
12.180383205413818,1.6199727058410645,0,13.800355911254883
10.010680198669434,2.0791938304901123,0,12.089874029159546
8.19609260559082,2.151716709136963,0,10.347809314727783
6.253702640533447,1.9114348888397217,0,8.165137529373169
5.765993356704712,2.5270392894744873,0,8.2930326461792
6.009164333343506,4.450475454330444,0,10.45963978767395
6.67497992515564,2.2555184364318848,0,8.930498361587524
6.459053039550781,2.146029472351074,0,8.605082511901855
7.685072660446167,1.8360052108764648,0,9.521077871322632
9.792741775512695,1.8713080883026123,0,11.664049863815308
6.644822120666504,3.140310049057007,0,9.78513216972351
8.197890281677246,1.994616985321045,0,10.192507266998291
13.15142560005188,1.7866489887237549,0,14.938074588775635
9.985595941543579,2.220353603363037,0,12.205949544906616
8.551412343978882,2.035217046737671,0,10.586629390716553
8.79776120185852,1.8816447257995605,0,10.679405927658081
13.130353927612305,1.98785400390625,0,15.118207931518555
8.723386764526367,2.1670851707458496,0,10.890471935272217
10.769331693649292,2.7797648906707764,0,13.549096584320068
11.153444290161133,1.7221362590789795,0,12.875580549240112
8.652073621749878,2.986408233642578,0,11.638481855392456
6.39179801940918,2.0103349685668945,0,8.402132987976074
8.157482624053955,4.327816724777222,0,12.485299348831177
10.802510738372803,2.008878707885742,0,12.811389446258545
11.946019411087036,1.6644375324249268,0,13.610456943511963
7.66230583190918,2.1580193042755127,0,9.820325136184692
7.638391971588135,2.228637456893921,0,9.867029428482056
6.820791006088257,2.79767107963562,0,9.618462085723877
7.608710527420044,2.0060272216796875,0,9.614737749099731
8.156857013702393,2.3093760013580322,0,10.466233015060425
11.080299615859985,2.0180740356445312,0,13.098373651504517
6.287853717803955,2.4171555042266846,0,8.70500922203064
8.148682594299316,3.4383440017700195,0,11.587026596069336
12.067802667617798,3.0539822578430176,0,15.121784925460815
7.608577728271484,1.8932428359985352,0,9.50182056427002
8.089146375656128,1.6888229846954346,0,9.777969360351562
6.471113920211792,2.3249166011810303,0,8.796030521392822
6.509522438049316,2.4535446166992188,0,8.963067054748535
