trial_total_time
207.59420728683472
385.5196144580841
394.98611283302307
398.55376982688904
403.20012760162354
408.97322249412537
423.62471747398376
431.0682096481323
435.0126211643219
460.87411618232727
456.1698670387268
470.5886285305023
483.57533979415894
481.9099156856537
482.42665433883667
534.1703035831451
547.3499345779419
568.5344486236572
560.9922950267792
581.348237991333
