F1
-21.27172673514111
-21.3923637397741
-21.0749999968435
-21.044861958825795
-20.806525865015832
-20.92085409996019
-21.410152217507335
-20.9375861385112
-21.12874157017942
-21.07627292126619
-21.452935286131435
-20.971187802364668
-21.242078387210952
-21.331558177654706
-21.3999399911038
-21.164573752218867
-21.70243715274512
-21.30637974957688
-21.30322214802429
-21.34220850757652
-20.970542241065626
-21.519629978781605
-21.192879256443714
-20.95232431016321
-21.256299809927036
-20.732803955258557
-21.29376646452319
-21.151755425926606
-21.440711879581876
-21.107807733029922
-21.176493870129903
-20.746269575236678
-21.04099884648582
-21.015751891330556
-20.752651646519578
-20.710303812157367
-20.769457479125904
-21.016960185213144
-21.270629690656357
-20.79070341289575
-21.509132552994856
-21.154370223147122
-21.296883469228153
-20.376718121233434
-21.22015911540907
-20.913409445506534
-21.130582561247408
-20.874712809731324
-20.957996346646706
-21.000636633463007
-20.291886103881083
-20.569333348640654
-20.96404048396599
-20.493048291546394
-20.62045697529969
-20.640631697046206
-20.63460230322949
-20.82474930012638
-20.72378206646744
-20.427702212575827
-20.660430408233974
-20.383734404694156
-20.478677250758988
-20.386392380844466
-20.804896493996072
-20.262708887227543
-20.494209601516914
-20.46094519936436
-20.106041216305474
-21.092171354420046
-19.120157266647908
-20.253843420875985
-20.53006043112524
-20.14724102639878
-20.61250581507671
-20.911261099120853
-20.141899278403645
-20.593955778468594
-20.28781481502487
-20.895772683676995
-20.48450909555907
-19.55399912847074
-20.07930256331365
-19.532217975270708
-19.653980514439727
-20.168515774833946
-20.42610530995451
-19.99281355699372
-19.851051245989904
-18.088903429446013
-20.155964674629146
-18.91908420446874
-19.10199147588824
-20.78056583618535
-18.95209463370466
-19.470314555192065
-19.8446591892977
-20.47106390241654
-19.778945983643148
-19.516590792997725
