error,latency
7.409999999999997,19.461307525634766
8.960000000000008,31.47268295288086
7.099999999999994,36.72517776489258
10.629999999999995,20.421104431152344
24.61666666666666,29.618520736694336
24.49333333333334,18.303003311157227
13.289999999999992,10.651845932006836
26.85666666666667,18.06175708770752
30.180000000000007,18.123068809509277
90.0,13.159713745117188
90.0,10.631942749023438
20.206666666666663,14.00423526763916
29.08,9.05116081237793
20.0,13.922691345214844
15.829999999999998,13.179678916931152
29.900000000000006,18.104262351989746
90.0,18.676109313964844
13.450000000000003,16.4227294921875
8.189999999999998,19.237051010131836
24.556666666666672,18.93972396850586
38.00666666666666,17.287864685058594
13.570000000000007,13.93712043762207
26.5,18.179001808166504
31.22,25.06760597229004
19.92,13.2232666015625
90.0,15.65868854522705
24.14999999999999,22.31447696685791
10.786666666666676,13.055596351623535
6.49666666666667,21.195449829101562
19.956666666666663,13.986930847167969
90.0,14.879074096679688
15.476666666666674,9.806408882141113
31.99000000000001,13.009591102600098
13.459999999999994,19.236483573913574
15.730000000000004,13.157944679260254
41.74,25.83423614501953
26.806666666666672,17.648324966430664
11.629999999999995,25.36752223968506
13.980000000000004,20.566067695617676
20.88333333333334,15.717239379882814
13.24333333333334,13.914785385131836
90.0,11.493821144104004
90.0,11.464042663574219
13.61,9.81755256652832
24.75333333333333,14.029316902160645
29.483333333333334,8.996825218200684
13.459999999999994,11.464896202087402
21.004999999999995,21.802330017089844
24.310000000000002,14.873089790344238
46.425,16.620874404907227
90.0,14.684944152832031
26.275000000000006,18.997340202331543
20.53,13.879928588867188
90.0,13.81563663482666
29.10333333333334,8.994145393371582
13.294999999999987,10.640363693237305
20.010000000000005,21.886777877807617
90.0,12.327055931091309
13.736666666666665,10.648818016052246
12.91000000000001,16.526498794555664
13.34333333333332,10.633678436279297
13.379999999999995,10.662603378295898
13.490000000000009,11.472864151000977
24.263333333333335,14.630837440490723
13.25,17.231483459472656
90.0,16.65478229522705
90.0,11.491026878356934
90.0,15.6559419631958
7.9566666666666634,17.44795322418213
13.344999999999999,11.473932266235352
13.765,11.487650871276855
21.266666666666666,19.911174774169922
13.61,9.78945255279541
20.335000000000008,13.107728958129883
13.203333333333333,10.671820640563965
25.090000000000003,22.943120002746582
20.25999999999999,16.630167961120605
15.969999999999999,13.240456581115723
90.0,14.931344985961914
13.0,14.984612464904785
19.974999999999994,17.472643852233887
90.0,12.314319610595703
37.43333333333334,17.247085571289062
13.335000000000008,20.02814769744873
20.286666666666676,22.56899356842041
