F1
-49.15669541077127
-115.37400086326946
-146.53360490916415
-133.68756051313454
-97.04656373110939
-215.19389232980075
-148.80034680074965
-142.31499798558443
-130.8545615841261
-129.68421199341154
-179.6910689093759
-116.50085221053011
-92.70830778398789
-80.59873525803263
-188.55425840202759
-185.20714699725207
-184.84971168607836
-203.3408560616247
-109.08115032432715
-132.960663863391
-157.0533161859023
-79.68318837483555
-112.02298701189702
-77.48711264844135
-123.7183300759913
-105.93157890653447
-73.99991771190267
-94.91546616160514
-103.37278284445769
-83.55465871856289
-140.43857770299343
-130.17585910588627
-253.91535996895178
-214.3408944503497
-84.31405377246274
-55.32882257333792
-129.41321799558511
-148.46694156782252
-93.70975072508519
-86.53231979585541
-85.51420372743833
-115.6714597698065
-65.60412820888612
-43.13564268930247
-133.2794211878739
-108.85411871713241
-100.80817984615794
-134.85705932368592
-35.94060834455376
-99.27139282128574
-22.080741184068277
-96.40688554477347
-74.44590061371466
-66.75459030304921
-69.00822860672396
-24.476789750837163
-29.99996793479654
-76.61610983342247
-47.88611185470706
-72.24835693151758
-33.4961886845876
-28.600524908856432
-34.33066639940238
-41.58265528712867
-32.0064223668684
-37.18982048188472
-36.83372348691631
-37.50356122672613
-53.44392084912462
-105.62485634470575
-38.82540858475349
-58.305316808631844
-37.33794106679763
-23.482746478034457
-22.032748395728973
-18.418997850717528
-25.152159117519666
-22.020930703692116
-25.061621841014443
-20.748997372451345
-41.03894173834785
-53.96120490469489
-83.21539685064998
-100.13192455192845
-44.74864523493932
-24.167105291377904
-26.35512045207632
-20.98336580682776
-40.194799080331045
-30.428317835393475
-32.36373750214127
-31.253110773604057
-40.563762908488705
-16.54871106209773
-17.563097191453245
-16.64984087149641
-15.561187046069813
-14.738948280021857
-15.19919719810666
-14.512073619906673
