configs,runtime_traj,F1
"{'x0': 0.9971848109388686, 'x1': 0.9325573593386588, 'x2': 0.1281244479293567}",5.010839915998076,-0.001
"{'x0': 0.9990405153241448, 'x1': 0.236088976951976, 'x2': 0.3965807272960261}",5.010822205997101,-0.173
"{'x0': 0.3879107411620074, 'x1': 0.66974603680348, 'x2': 0.9355390708060318}",5.010806115999003,-2.841
"{'x0': 0.8463109166860171, 'x1': 0.3132735169322751, 'x2': 0.5245481595728714}",5.010831605999556,-0.268
"{'x0': 0.4434528937795566, 'x1': 0.2295772137298255, 'x2': 0.534413908947017}",10.025082661999477,-0.309
"{'x0': 0.9139620245792328, 'x1': 0.4572048079869882, 'x2': 0.4306985671847084}",10.02506514199922,-0.143
"{'x0': 0.9391277894236256, 'x1': 0.7783892363365335, 'x2': 0.7159705159683643}",10.025090952000028,-1.251
"{'x0': 0.8027575039373649, 'x1': 0.0928008086407379, 'x2': 0.518152548941889}",10.025098371999777,-0.147
"{'x0': 0.8650202519789834, 'x1': 0.8291469073671416, 'x2': 0.8296033593941836}",15.031861816998571,-1.671
"{'x0': 0.2730499742167473, 'x1': 0.0592432013015634, 'x2': 0.6705280400689455}",20.05617376599912,-0.287
"{'x0': 0.5930655182980569, 'x1': 0.6716540974221343, 'x2': 0.411787878969053}",20.056147145998693,-0.572
"{'x0': 0.1975508979847812, 'x1': 0.2896296405458124, 'x2': 0.1421201354749569}",20.056164726000134,-0.425
"{'x0': 0.7833144726948862, 'x1': 0.4125388415030261, 'x2': 0.034171311185839}",20.05618160599988,-0.049
"{'x0': 0.6240299864773533, 'x1': 0.6606357302380029, 'x2': 0.2984952947530447}",25.07996530699893,-0.163
"{'x0': 0.446134506086106, 'x1': 0.2221245475353748, 'x2': 0.0733641717425995}",25.079973576997872,-0.285
"{'x0': 0.4692385264381431, 'x1': 0.0961722604454616, 'x2': 0.9033701664788674}",25.079950396997447,-0.473
"{'x0': 0.1194904679807168, 'x1': 0.5247993768704455, 'x2': 0.0836230045470262}",25.07998041599785,-0.058
"{'x0': 0.9168613345297284, 'x1': 0.9104483817931016, 'x2': 0.2989301122097161}",30.09619602800012,-0.06
"{'x0': 0.5843891207379291, 'x1': 0.5659120274641931, 'x2': 0.6139383177960557}",30.09780986899932,-1.332
"{'x0': 0.9565356566705222, 'x1': 0.2609789796155568, 'x2': 0.2310154222125889}",30.097826588997123,-0.278
"{'x0': 0.5334484906051753, 'x1': 0.9499381385326396, 'x2': 0.4930595935447459}",35.12832073199752,-1.484
"{'x0': 0.540600508823644, 'x1': 0.7654851044408709, 'x2': 0.0453457285746532}",35.12828980199993,-0.004
"{'x0': 0.1399661191917144, 'x1': 0.7924035857960191, 'x2': 0.0298013581823932}",35.128306851998786,-0.002
"{'x0': 0.8831254758194231, 'x1': 0.5407881896009646, 'x2': 0.4479801814204182}",35.12831429200014,-0.196
"{'x0': 0.892135872001881, 'x1': 0.3775843411510946, 'x2': 0.5384246942799851}",40.14088445099696,-0.345
"{'x0': 0.6522988820635421, 'x1': 0.361261020211621, 'x2': 0.5710085611850925}",40.14084916099819,-0.563
"{'x0': 0.6378364840596764, 'x1': 0.1263148850448883, 'x2': 0.6902045877551451}",40.14086680099717,-0.523
"{'x0': 0.6477493997733476, 'x1': 0.3539390887983019, 'x2': 0.7632330527151219}",40.14087558099709,-2.277
"{'x0': 0.3565317235580549, 'x1': 0.7527883531756042, 'x2': 0.8813418296340111}",45.16773866299991,-2.629
"{'x0': 0.0116691936808935, 'x1': 0.4981090696282365, 'x2': 0.0737920114006546}",45.16772132299957,-0.053
"{'x0': 0.786951474469075, 'x1': 0.0640673298382172, 'x2': 0.3553103624164283}",45.16319173699958,-0.458
"{'x0': 0.9418369487534224, 'x1': 0.379803286768697, 'x2': 0.7629200734449887}",50.202905138998176,-2.354
"{'x0': 0.7715949980443677, 'x1': 0.3013604954098934, 'x2': 0.772739146777577}",50.20289840899932,-1.912
"{'x0': 0.1529298225540287, 'x1': 0.5786339307357229, 'x2': 0.0090079969610429}",50.20287239899699,-0.014
"{'x0': 0.7090425219928455, 'x1': 0.470640807662421, 'x2': 0.7645925702404984}",50.202889588999824,-2.907
