error,latency
7.730000000000004,4.57296
13.560000000000002,3.64816
13.726666666666674,2.98256
11.689999999999998,4.46736
11.00333333333333,2.16336
90.0,1.54256
13.324999999999989,1.95216
90.0,1.64816
13.129999999999995,2.57296
20.58333333333333,1.95216
90.0,1.13296
26.96666666666667,3.61936
8.666666666666671,2.80016
15.680000000000007,1.13296
13.0,1.54256
90.0,1.54256
10.586666666666659,2.05776
21.0,1.95216
7.913333333333341,2.39056
44.16,2.77136
90.0,1.95216
13.61,1.13296
15.883333333333326,1.13296
90.0,1.13296
48.28666666666667,2.36176
23.810000000000002,2.05776
21.91666666666667,2.87696
11.009999999999991,3.70896
15.88000000000001,1.13296
31.826666666666668,2.36176
23.52000000000001,2.05776
90.0,1.54256
12.853333333333339,2.05776
13.563333333333347,1.64816
24.209999999999994,1.95216
19.766666666666666,1.95216
24.65333333333332,1.95216
31.150000000000006,2.36176
24.095,1.95216
15.783333333333346,2.05776
13.570000000000007,1.64816
90.0,3.64816
13.453333333333333,1.54256
13.700000000000003,1.54256
20.205000000000013,1.95216
24.849999999999994,1.95216
13.35499999999999,1.64816
24.436666666666667,1.54256
19.769999999999996,1.95216
90.0,1.64816
90.0,1.64816
17.763333333333335,2.05776
90.0,1.54256
24.540000000000006,1.95216
11.060000000000002,1.64816
24.533333333333346,1.54256
13.480000000000004,1.95216
26.38666666666667,2.36176
24.226666666666674,1.54256
13.49666666666667,1.54256
10.224999999999994,2.46736
29.483333333333334,1.13296
13.61,1.13296
13.396666666666661,1.54256
29.10333333333334,1.13296
24.700000000000003,1.54256
19.956666666666663,1.54256
27.013333333333335,1.95216
90.0,1.95216
13.556666666666672,1.64816
15.814999999999998,1.13296
12.396666666666661,1.64816
26.64666666666666,2.36176
12.516666666666666,1.64816
13.344999999999999,1.13296
24.33333333333333,1.54256
13.586666666666659,1.13296
15.849999999999994,1.64816
90.0,1.54256
13.346666666666678,1.64816
20.055000000000007,1.54256
24.08333333333333,1.54256
10.465000000000003,2.05776
13.575000000000003,1.54256
20.206666666666663,1.54256
24.42,1.54256
90.0,1.54256
19.765,1.54256
90.0,1.13296
13.34333333333332,1.13296
24.439999999999998,1.95216
12.796666666666667,2.05776
90.0,1.54256
13.41000000000001,1.54256
90.0,1.64816
24.33,1.54256
90.0,1.13296
90.0,1.54256
24.205,1.54256
10.206666666666663,2.57296
24.35000000000001,1.54256
