error,latency
7.865000000000009,25.03330707550049
7.90333333333335,27.171268463134766
9.239999999999995,28.696317672729492
6.576666666666668,32.66364574432373
10.939999999999998,32.484397888183594
90.0,12.314319610595703
90.0,14.809584617614746
13.49666666666667,14.782347679138184
13.64333333333333,17.424468994140625
24.523333333333326,19.008169174194336
20.010000000000005,21.886777877807617
13.430000000000007,14.988808631896973
90.0,13.159713745117188
19.926666666666662,20.85376262664795
24.25,18.136205673217773
13.430000000000007,14.012479782104492
24.473333333333343,15.649724006652832
90.0,10.631942749023438
13.24333333333334,13.914785385131836
14.0,18.94566535949707
13.386666666666656,13.160238265991211
10.930000000000007,17.09643840789795
15.776666666666657,13.998589515686035
9.193333333333328,18.94237518310547
11.215000000000003,14.617676734924316
20.183333333333323,14.13839340209961
20.439999999999998,13.912715911865234
12.894999999999996,16.446142196655273
13.284999999999997,18.114628791809082
13.34333333333332,10.633678436279297
11.226666666666674,17.083797454833984
33.89,17.39429473876953
24.75333333333333,14.029316902160645
45.70333333333334,8.148136138916016
13.686666666666667,9.83133316040039
15.769999999999996,9.819540977478027
13.459999999999994,11.464896202087402
20.25999999999999,16.26898765563965
20.14999999999999,14.085378646850586
13.294999999999987,10.640363693237305
13.61,9.78945255279541
24.659999999999997,19.07088279724121
13.453333333333333,14.175882339477539
15.993333333333325,9.806761741638184
10.426666666666677,17.60880470275879
24.310000000000002,14.873089790344238
23.849999999999994,17.930188179016113
90.0,12.289891242980957
31.64500000000001,18.876590728759766
13.870000000000005,14.72930908203125
24.49333333333334,18.303003311157227
23.955,23.658695220947266
29.08,9.05116081237793
13.586666666666659,10.695037841796875
24.16333333333334,18.365139961242676
30.976666666666674,13.180460929870605
13.626666666666665,11.509718894958496
13.579999999999998,17.36696720123291
10.939999999999998,14.722599983215332
90.0,19.21804428100586
24.155,14.806547164916992
13.379999999999995,10.662603378295898
24.42,15.510635375976562
19.94666666666666,13.10370922088623
13.61,9.81755256652832
15.476666666666674,9.806408882141113
45.45333333333334,16.579861640930176
90.0,10.680837631225586
24.473333333333343,14.935145378112793
11.236666666666679,16.236658096313477
43.586666666666666,12.446327209472656
31.723333333333343,13.266730308532715
13.486666666666679,14.884014129638672
13.41000000000001,14.870767593383789
10.633333333333326,19.69876766204834
90.0,14.879074096679688
19.765,13.957290649414062
48.583333333333336,20.420856475830078
29.39666666666666,8.985953330993652
90.0,11.500082015991211
24.279999999999987,18.05647373199463
13.544999999999987,14.828481674194336
90.0,19.89811420440674
13.266666666666666,16.302385330200195
90.0,11.464042663574219
20.400000000000006,13.769545555114746
15.780000000000001,14.523491859436035
13.620000000000005,14.061284065246582
13.383333333333326,14.125375747680664
24.436666666666667,13.976888656616211
13.490000000000009,11.472864151000977
10.629999999999995,28.94207000732422
11.260000000000005,17.349071502685547
24.273333333333326,22.577519416809082
13.386666666666656,14.014787673950195
90.0,10.595459938049316
43.23,16.688694953918457
32.08,13.070368766784668
13.299999999999997,18.760881423950195
24.709999999999994,18.07537078857422
24.269999999999996,14.680442810058594
