candidate_sampler,surrogate_model,placebo_time_taken,trial_total_time
5.062038898468018,1.7005963325500488,0,6.762635231018066
4.843382835388184,2.0773260593414307,0,6.920708894729614
5.82587742805481,1.9988148212432861,0,7.824692249298096
7.965756893157959,2.1789371967315674,0,10.144694089889526
8.974756956100464,1.9426028728485107,0,10.917359828948975
6.548641681671143,1.4603116512298584,0,8.008953332901001
6.682685613632202,2.923212766647339,0,9.605898380279541
9.578461170196533,1.9617986679077148,0,11.540259838104248
5.32438588142395,1.7968814373016357,0,7.121267318725586
4.304873704910278,3.061347246170044,0,7.366220951080322
5.107988595962524,2.9496991634368896,0,8.057687759399414
5.766924619674683,2.539659261703491,0,8.306583881378174
5.688194513320923,1.996109962463379,0,7.684304475784302
6.486860275268555,2.3428022861480713,0,8.829662561416626
6.1425652503967285,1.482994556427002,0,7.6255598068237305
5.699414491653442,2.5116443634033203,0,8.211058855056763
7.2044408321380615,2.3456802368164062,0,9.550121068954468
5.960676431655884,2.9711458683013916,0,8.931822299957275
6.2307891845703125,1.8821167945861816,0,8.112905979156494
4.049142122268677,2.3163137435913086,0,6.365455865859985
14.403274297714233,2.445699691772461,0,16.848973989486694
5.591253042221069,2.8466758728027344,0,8.437928915023804
6.229869365692139,2.034306287765503,0,8.264175653457642
5.59761905670166,2.2347023487091064,0,7.832321405410767
7.3514440059661865,2.4044241905212402,0,9.755868196487427
7.683062553405762,1.8116495609283447,0,9.494712114334106
6.532787084579468,1.9029147624969482,0,8.435701847076416
5.488927364349365,1.9676539897918701,0,7.456581354141235
6.059476137161255,3.323502540588379,0,9.382978677749634
6.566844463348389,1.906707763671875,0,8.473552227020264
5.299790620803833,1.926602840423584,0,7.226393461227417
5.426278352737427,1.5997061729431152,0,7.025984525680542
7.640482664108276,1.9937152862548828,0,9.63419795036316
5.753469705581665,1.9539213180541992,0,7.707391023635864
8.379693269729614,2.243555784225464,0,10.623249053955078
9.588997840881348,2.1439096927642822,0,11.73290753364563
6.90412974357605,1.8690605163574219,0,8.773190259933472
5.656173467636108,2.085273027420044,0,7.741446495056152
6.419041872024536,6.172687292098999,0,12.591729164123535
6.697107791900635,2.142329692840576,0,8.839437484741211
6.742161512374878,2.2899415493011475,0,9.032103061676025
6.583552598953247,2.2933146953582764,0,8.876867294311523
9.010310411453247,2.2354986667633057,0,11.245809078216553
7.0012125968933105,2.034222364425659,0,9.03543496131897
6.021967887878418,1.8634958267211914,0,7.885463714599609
6.975358009338379,1.987504482269287,0,8.962862491607666
8.092957019805908,2.193105936050415,0,10.286062955856323
5.6806066036224365,1.9527385234832764,0,7.633345127105713
6.03352952003479,2.38087797164917,0,8.41440749168396
5.472112655639648,1.9642810821533203,0,7.436393737792969
5.456255674362183,2.721055746078491,0,8.177311420440674
5.62605094909668,2.9329142570495605,0,8.55896520614624
10.749110698699951,1.9189932346343994,0,12.66810393333435
5.124333143234253,2.3013558387756348,0,7.425688982009888
10.050329685211182,1.9777169227600098,0,12.028046607971191
4.622580289840698,3.1314523220062256,0,7.754032611846924
6.053355693817139,2.450596332550049,0,8.503952026367188
9.456081628799438,1.886082410812378,0,11.342164039611816
13.488426446914673,2.927034616470337,0,16.41546106338501
5.123751401901245,1.950545310974121,0,7.074296712875366
6.413648366928101,1.980771780014038,0,8.394420146942139
6.07516622543335,2.4213743209838867,0,8.496540546417236
5.912964820861816,1.8418161869049072,0,7.754781007766724
5.401494979858398,2.353221893310547,0,7.754716873168945
6.72085165977478,2.4280800819396973,0,9.148931741714478
5.146923303604126,2.0380032062530518,0,7.184926509857178
4.557759046554565,1.7583272457122803,0,6.316086292266846
7.008771657943726,2.3724896907806396,0,9.381261348724365
8.717856407165527,2.110308885574341,0,10.828165292739868
5.318546772003174,3.7816596031188965,0,9.10020637512207
5.443579435348511,3.3907320499420166,0,8.834311485290527
6.663716077804565,2.167384147644043,0,8.831100225448608
9.77339792251587,2.5826354026794434,0,12.356033325195312
7.703889846801758,2.206819534301758,0,9.910709381103516
9.67909860610962,2.203251600265503,0,11.882350206375122
7.3089823722839355,2.915731906890869,0,10.224714279174805
11.92400860786438,1.9268724918365479,0,13.850881099700928
7.626922369003296,2.024716377258301,0,9.651638746261597
7.01820969581604,2.2624778747558594,0,9.2806875705719
9.134514331817627,2.268519878387451,0,11.403034210205078
7.1612303256988525,1.9228472709655762,0,9.084077596664429
13.684194326400757,2.9533376693725586,0,16.637531995773315
8.607051849365234,2.833765745162964,0,11.440817594528198
6.715745687484741,5.190532445907593,0,11.906278133392334
6.02118992805481,2.667546272277832,0,8.688736200332642
7.828697919845581,2.2357089519500732,0,10.064406871795654
7.917011022567749,2.3436427116394043,0,10.260653734207153
5.20818018913269,1.990342378616333,0,7.198522567749023
8.44067120552063,2.093719720840454,0,10.534390926361084
11.923823833465576,2.4592058658599854,0,14.383029699325562
6.835864782333374,1.984055757522583,0,8.819920539855957
6.307585000991821,2.9044971466064453,0,9.212082147598267
5.824599504470825,3.1888554096221924,0,9.013454914093018
13.343703985214233,1.8737637996673584,0,15.217467784881592
7.185129880905151,2.791416645050049,0,9.9765465259552
7.740939617156982,2.121875524520874,0,9.862815141677856
5.180653095245361,2.4818999767303467,0,7.662553071975708
6.893175840377808,2.6797935962677,0,9.572969436645508
11.087998867034912,2.1138546466827393,0,13.201853513717651
5.201589107513428,3.002995252609253,0,8.20458436012268
