error,latency
20.16666666666667,17.77775764465332
11.044999999999987,19.742755889892578
6.810000000000002,26.222729682922363
11.799999999999997,25.30402183532715
19.753333333333345,22.13374614715576
6.27000000000001,26.76736831665039
7.663333333333341,28.976826667785645
8.306666666666658,24.49230194091797
6.680000000000007,27.32478141784668
12.806666666666658,25.47931671142578
7.234999999999999,29.393105506896973
8.995000000000005,28.806371688842773
11.15333333333335,23.84573459625244
6.99666666666667,22.848687171936035
8.004999999999995,26.31229877471924
8.310000000000002,25.025134086608887
8.116666666666674,24.31704044342041
7.980000000000004,27.891697883605957
7.099999999999994,25.87271213531494
6.373333333333335,26.431584358215332
7.819999999999993,25.41332721710205
9.033333333333346,21.99631690979004
8.236666666666679,26.155529022216797
8.373333333333335,30.79887866973877
8.823333333333338,24.410653114318848
7.439999999999998,29.25907611846924
7.310000000000002,23.369088172912598
7.590000000000003,24.257655143737793
7.3700000000000045,27.102174758911133
8.736666666666679,27.09588050842285
6.6699999999999875,30.10063648223877
7.733333333333334,29.835152626037598
7.2450000000000045,30.038728713989258
9.280000000000001,25.242996215820312
12.536666666666676,25.533599853515625
9.784999999999997,24.131407737731934
9.769999999999982,30.345253944396973
7.133333333333326,27.52716064453125
7.280000000000015,24.587221145629883
20.760000000000005,26.494603157043457
7.810000000000002,25.11427879333496
11.430000000000007,21.748428344726562
7.260000000000005,26.759014129638672
6.65000000000002,27.33902931213379
9.980000000000004,24.386301040649414
15.079999999999998,25.8431339263916
7.989999999999995,25.577588081359863
13.779999999999987,23.46205234527588
7.963333333333324,21.93660259246826
7.525000000000006,23.66762638092041
9.280000000000001,19.67777729034424
7.060000000000002,27.109270095825195
8.713333333333324,22.197489738464355
6.8700000000000045,25.53699493408203
9.886666666666656,28.633556365966797
8.636666666666656,26.27358913421631
12.840000000000003,25.28409481048584
8.120000000000005,27.642006874084473
6.859999999999999,26.360979080200195
9.783333333333346,24.548873901367188
10.063333333333333,28.37881565093994
10.263333333333321,25.262064933776855
8.349999999999994,28.372783660888672
8.049999999999997,25.06040096282959
7.923333333333332,24.267687797546387
11.759999999999991,23.539419174194336
7.534999999999997,30.603113174438477
9.620000000000005,28.372478485107422
6.096666666666678,29.381418228149414
6.045000000000002,32.196784019470215
6.060000000000002,25.562310218811035
7.686666666666667,24.548683166503906
7.180000000000007,30.713210105895996
11.89500000000001,19.7908353805542
6.2549999999999955,30.072011947631836
6.466666666666654,27.76604652404785
6.239999999999995,26.28288745880127
7.176666666666662,29.935603141784668
6.673333333333332,27.04792022705078
6.13333333333334,23.17741870880127
8.413333333333341,27.35912799835205
7.659999999999997,24.646553993225098
6.224999999999994,24.176955223083496
7.766666666666666,20.81477165222168
7.966666666666683,21.35427951812744
