F1
-423710.3755269418
-1151533.4985329437
-890118.3187706001
-476701.03467505187
-523509.7480202542
-230609.47734008418
-968604.0018203777
-171646.76849465547
-963331.0037764849
-1032594.5713715277
-1345054.923911614
-1244436.5271739278
-645392.0346719804
-771313.017072826
-737407.0570650769
-782942.0859856516
-1030024.7859251414
-180456.2998807129
-232788.82339279284
-354079.939680286
-86021.331747829
-336296.87228888634
-92213.43942828031
-95287.29566665793
-133365.4959876541
-113613.66996904096
-90659.82252921077
-30740.9964618002
-87924.65544307676
-16911.81089228839
-48639.41571514316
-26518.22372528458
-55504.99950049861
-8621.332531034568
-59627.180925691704
-30921.528912173966
-63650.10385121104
-111001.48163171051
-121311.72818768976
-87310.02312078749
-157472.21892769393
-18850.447388197957
-70136.09521874762
-71977.06318789572
-95636.11877975258
-1829.4286350139137
-13770.193280747542
-2652.920356424418
-4565.703750927405
-7257.604892967506
-2420.536720208411
-1375.0210874392196
-3082.316600669097
-1944.8252244699465
-1101.8949580112583
-4502.500837967969
-535.1986159851922
-843.4376350213502
-2609.8474660144843
-4802.067058092269
-5863.4851139546545
-4657.66178712478
-695.4372610382594
-2394.6592618822556
-3535.945005863078
-2065.0231559780523
-599.3151512593303
-797.7959909885951
-2657.9834161868694
-901.1604840132941
-1123.9892801714345
-1004.3891449727903
-700.9639213081169
-300.809588153713
-360.57685035760767
-351.9416183293591
-320.8827975226576
-454.79212117626264
-561.1474890059401
-585.3362441644642
-368.3790073594778
-107.50576821282104
-105.08554427853149
-101.11097987787629
-188.9543772534459
-191.0382260859335
-125.16120062221015
-124.29208202110962
-212.84594425886607
-189.08823965811612
-253.54497316226355
-215.69963014189338
-175.61773766372897
-111.08573624216129
-109.9923902524813
-120.92323991474917
-148.39362109799038
-56.768666333962585
-87.62204838402965
-79.30289519513832
