surrogate_model_prediction,benchmark_evaluation
,"{'Latency': 10.605122202784997, 'Perplexity': 26.806978225708008}"
,"{'Latency': 16.63764168269657, 'Perplexity': 21.006528854370117}"
,"{'Latency': 7.207555425835382, 'Perplexity': 36.15555953979492}"
,"{'Latency': 6.726081266242684, 'Perplexity': 36.222347259521484}"
,"{'Latency': 11.06187911313739, 'Perplexity': 26.769933700561523}"
,"{'Latency': 7.838840013523715, 'Perplexity': 35.421382904052734}"
,"{'Latency': 10.04517968439198, 'Perplexity': 27.519887924194336}"
,"{'Latency': 16.68265418495446, 'Perplexity': 21.11528968811035}"
,"{'Latency': 7.4742195212426275, 'Perplexity': 35.98539733886719}"
,"{'Latency': 10.41759936333274, 'Perplexity': 27.432462692260742}"
,"{'Latency': 16.194402599038984, 'Perplexity': 21.230777740478516}"
,"{'Latency': 9.734464439074602, 'Perplexity': 27.857494354248047}"
,"{'Latency': 7.569597828851216, 'Perplexity': 35.474483489990234}"
,"{'Latency': 11.323363020335309, 'Perplexity': 26.519758224487305}"
,"{'Latency': 14.86194114775753, 'Perplexity': 22.30472755432129}"
,"{'Latency': 7.863176067082723, 'Perplexity': 35.417633056640625}"
,"{'Latency': 11.705053350044206, 'Perplexity': 26.352054595947266}"
,"{'Latency': 7.515466093800341, 'Perplexity': 35.5037727355957}"
,"{'Latency': 10.03847546573593, 'Perplexity': 27.689672470092773}"
,"{'Latency': 16.193634892095808, 'Perplexity': 21.265764236450195}"
,"{'Latency': 7.498156241751476, 'Perplexity': 35.881248474121094}"
,"{'Latency': 10.839110162797311, 'Perplexity': 27.09383773803711}"
,"{'Latency': 8.06272845706545, 'Perplexity': 35.404624938964844}"
,"{'Latency': 14.923669828391521, 'Perplexity': 22.15955924987793}"
,"{'Latency': 16.331718964578883, 'Perplexity': 21.101472854614258}"
,"{'Latency': 9.790943219885724, 'Perplexity': 27.52518653869629}"
,"{'Latency': 8.21846925944309, 'Perplexity': 35.42290496826172}"
,"{'Latency': 16.70242205680342, 'Perplexity': 21.009531021118164}"
,"{'Latency': 9.106254547620521, 'Perplexity': 28.07769775390625}"
,"{'Latency': 8.200319283307508, 'Perplexity': 35.42772674560547}"
,"{'Latency': 17.39693380211016, 'Perplexity': 20.94334602355957}"
,"{'Latency': 15.222858965881311, 'Perplexity': 21.814104080200195}"
,"{'Latency': 9.628558384408324, 'Perplexity': 27.522876739501953}"
,"{'Latency': 10.408983016080246, 'Perplexity': 27.411102294921875}"
,"{'Latency': 7.611866528641212, 'Perplexity': 35.78157043457031}"
,"{'Latency': 9.790227374365447, 'Perplexity': 27.80967140197754}"
,"{'Latency': 14.291617521924994, 'Perplexity': 22.470569610595703}"
,"{'Latency': 8.494444521548914, 'Perplexity': 35.33317184448242}"
,"{'Latency': 10.070526864562668, 'Perplexity': 27.825054168701172}"
,"{'Latency': 9.697462242710639, 'Perplexity': 27.857589721679688}"
,"{'Latency': 15.101277479256328, 'Perplexity': 22.40860939025879}"
,"{'Latency': 9.710516748294292, 'Perplexity': 27.883806228637695}"
,"{'Latency': 15.648515593523438, 'Perplexity': 21.712648391723633}"
,"{'Latency': 7.823210892313018, 'Perplexity': 35.33576583862305}"
,"{'Latency': 15.752421836914344, 'Perplexity': 21.345905303955078}"
,"{'Latency': 17.02312534257534, 'Perplexity': 20.923900604248047}"
,"{'Latency': 17.668932877114166, 'Perplexity': 20.859560012817383}"
,"{'Latency': 7.199933567210057, 'Perplexity': 35.8721923828125}"
,"{'Latency': 14.665822580924996, 'Perplexity': 22.339521408081055}"
,"{'Latency': 11.010684346463066, 'Perplexity': 26.623701095581055}"
,"{'Latency': 8.52421619739901, 'Perplexity': 35.287376403808594}"
,"{'Latency': 14.415046439757996, 'Perplexity': 22.20816993713379}"
,"{'Latency': 16.269215951895323, 'Perplexity': 21.090797424316406}"
,"{'Latency': 9.706486080740252, 'Perplexity': 27.38145637512207}"
,"{'Latency': 7.43187640194947, 'Perplexity': 35.78373718261719}"
,"{'Latency': 10.183507398250951, 'Perplexity': 27.013141632080078}"
,"{'Latency': 8.095307206002106, 'Perplexity': 35.330810546875}"
,"{'Latency': 14.455084302486163, 'Perplexity': 22.358980178833008}"
,"{'Latency': 7.562258931751121, 'Perplexity': 35.597328186035156}"
,"{'Latency': 14.321234994641195, 'Perplexity': 22.080631256103516}"
,"{'Latency': 15.706406611873446, 'Perplexity': 21.44607925415039}"
,"{'Latency': 7.308632421448484, 'Perplexity': 35.66068649291992}"
,"{'Latency': 15.227124268915489, 'Perplexity': 21.86588478088379}"
,"{'Latency': 9.940139523678864, 'Perplexity': 27.612632751464844}"
,"{'Latency': 15.094435516388685, 'Perplexity': 21.587345123291016}"
,"{'Latency': 7.476503512505831, 'Perplexity': 35.582672119140625}"
,"{'Latency': 14.310021696130523, 'Perplexity': 22.080631256103516}"
,"{'Latency': 8.517583924398904, 'Perplexity': 35.257503509521484}"
,"{'Latency': 9.608804823825498, 'Perplexity': 27.522876739501953}"
,"{'Latency': 15.209774307368985, 'Perplexity': 21.766395568847656}"
,"{'Latency': 8.097113928945552, 'Perplexity': 35.163291931152344}"
,"{'Latency': 10.45310273434069, 'Perplexity': 27.31974983215332}"
,"{'Latency': 16.155350114892848, 'Perplexity': 21.285274505615234}"
,"{'Latency': 9.717777037581818, 'Perplexity': 27.498918533325195}"
,"{'Latency': 7.6010604308770855, 'Perplexity': 35.593719482421875}"
,"{'Latency': 9.313844325355378, 'Perplexity': 28.0936222076416}"
,"{'Latency': 16.85038780745726, 'Perplexity': 21.06324005126953}"
,"{'Latency': 9.925544540122303, 'Perplexity': 27.469865798950195}"
,"{'Latency': 8.895179533534236, 'Perplexity': 28.665424346923828}"
,"{'Latency': 7.627234956292932, 'Perplexity': 35.64687728881836}"
,"{'Latency': 15.047341464580013, 'Perplexity': 22.090557098388672}"
,"{'Latency': 8.073550738828965, 'Perplexity': 35.28180694580078}"
,"{'Latency': 7.335058492095775, 'Perplexity': 35.786251068115234}"
,"{'Latency': 10.870335625504358, 'Perplexity': 26.579675674438477}"
,"{'Latency': 15.789731606475321, 'Perplexity': 21.482776641845703}"
,"{'Latency': 8.509932514938788, 'Perplexity': 35.20611572265625}"
,"{'Latency': 10.087567719038468, 'Perplexity': 27.437965393066406}"
,"{'Latency': 7.294325707004109, 'Perplexity': 35.64666748046875}"
,"{'Latency': 17.06678813199486, 'Perplexity': 20.92241668701172}"
,"{'Latency': 8.455928728251171, 'Perplexity': 35.08464813232422}"
,"{'Latency': 11.311456744319313, 'Perplexity': 26.372087478637695}"
,"{'Latency': 7.619613599205984, 'Perplexity': 35.579524993896484}"
,"{'Latency': 10.564121828125012, 'Perplexity': 26.842424392700195}"
,"{'Latency': 15.63946828582541, 'Perplexity': 21.44607925415039}"
,"{'Latency': 17.2747070042857, 'Perplexity': 20.964033126831055}"
,"{'Latency': 15.927983528769357, 'Perplexity': 21.34030532836914}"
,"{'Latency': 10.492484985825161, 'Perplexity': 27.249536514282227}"
